genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04165			849133	850899	+	1767		cell division protein FtsI						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04170			850886	852373	+	1488	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04175			852370	853728	+	1359	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04180			853722	854804	+	1083	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04185			854807	856123	+	1317	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04190			856123	857367	+	1245		cell division protein FtsW						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04195			857364	858431	+	1068	murG	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04200			858485	859960	+	1476		UDP-N-acetylmuramate--alanine ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04205			859953	860873	+	921	ddl	D-alanine--D-alanine ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04210			860875	861705	+	831		cell division protein FtsQ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04215			861702	862964	+	1263	ftsA	cell division protein FtsA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04220			863025	864176	+	1152		cell division protein FtsZ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04225			864277	865194	+	918	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04230			865425	865937	+	513		SecA regulator SecM						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04235			865999	868704	+	2706	secA	preprotein translocase subunit SecA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04240			868764	869153	+	390		nucleoside triphosphate hydrolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04245			869284	869418	-	135		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04250			869369	869566	-	198		DNA gyrase inhibitor						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04255			869576	870319	-	744		cell division protein ZapD						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04260			870319	870939	-	621	coaE	dephospho-CoA kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04265			871164	872207	+	1044		guanosine monophosphate reductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04270			872242	873444	-	1203		type IV pilin biogenesis protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04275			873434	874819	-	1386		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04280			874829	875269	-	441		pilus assembly protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04285			875291	875515	+	225		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04290			875472	876365	-	894		nicotinate-nucleotide pyrophosphorylase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04295			876453	877004	+	552		N-acetyl-anhydromuranmyl-L-alanine amidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04300			877001	877855	+	855		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04305			877898	879268	-	1371		amino acid permease						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04310			879812	880576	+	765	pdhR	transcriptional regulator PdhR						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04315			880737	883400	+	2664	aceE	pyruvate dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04320			883415	885307	+	1893	aceF	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04325			885632	887056	+	1425		dihydrolipoamide dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04330			887127	888980	-	1854		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04335			889335	891932	+	2598		aconitate hydratase B						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04340			892108	892470	+	363		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04345			892508	893302	-	795		S-adenosylmethionine decarboxylase proenzyme						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04350			893318	894184	-	867		spermidine synthase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04355			894290	894637	-	348		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04360			894803	896353	+	1551		copper oxidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04365			896555	898945	-	2391		glucose dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04370			899151	899687	+	537		hypoxanthine phosphoribosyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04375			899728	900390	-	663		carbonate dehydratase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04380			900499	901425	+	927		multidrug ABC transporter ATP-binding protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04385			901422	902192	+	771		ABC transporter permease						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04390			902297	902737	+	441		PTS sugar transporter subunit IIA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04395			902801	904030	+	1230		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04400			904034	904414	-	381		aspartate decarboxylase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04405			904688	905590	+	903		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04410			905664	906515	-	852	panC	pantoate--beta-alanine ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04415			906527	907321	-	795	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04420			907435	908673	-	1239		fimbrial protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04425			908723	909319	-	597		fimbrial protein StaF						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04430			909346	909948	-	603		fimbrial protein StaE						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04435			909963	910532	-	570		fimbrial protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04440			910549	913146	-	2598		fimbrial assembly protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04445			913181	913921	-	741	ecpD	chaperone protein EcpD						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04450			914019	914603	-	585		fimbrial protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04455			914973	915452	-	480		2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04460			915449	916813	-	1365	pcnB	poly(A) polymerase I						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04465			916906	917802	-	897		glutamyl-Q tRNA(Asp) synthetase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04470			917869	918324	-	456	dksA	RNA polymerase-binding transcription factor						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04475			918502	919206	-	705		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04480			919221	919751	-	531		2'-5' RNA ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04485			919780	922254	+	2475		ATP-dependent RNA helicase HrpB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04490			922257	922463	+	207		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04495			922450	924984	+	2535	mrcB	penicillin-binding protein 1B						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04500			925204	925680	+	477		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04505			925651	926556	-	906		transposase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04510			926514	926879	-	366		IS2 repressor TnpA						
37762.5	Escherichia coli B	CP014268	RefSeq	pseudogene		C2566_04515			926836	926925	+	90								
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04515			926836	926925	+	90		nitrite extrusion protein 2						
37762.5	Escherichia coli B	CP014268	RefSeq	pseudogene		C2566_04520			926972	928783	+	1812								
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04520			926972	928783	+	1812		ferrichrome ABC transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04525			928834	929631	+	798		iron-hydroxamate transporter ATP-binding subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04530			929631	930521	+	891		iron-hydroxamate transporter substrate-binding subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04535			930518	932500	+	1983		iron-hydroxamate transporter permease subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04540			932658	933938	-	1281		glutamate-1-semialdehyde aminotransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04545			934163	935584	+	1422		ClC family H(+)/Cl(-) exchange transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04550			935666	936010	+	345		iron-sulfur cluster insertion protein ErpA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04555			936057	936680	-	624		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04560			936718	937518	-	801		cobalamin-binding protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04565			937511	938209	-	699		5'-methylthioadenosine nucleosidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04570			938293	939810	+	1518	dgt	dGTPase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04575			939940	941364	+	1425		serine endoprotease						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04580			941519	942676	+	1158		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04585			942765	943151	-	387		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04590			943313	944125	-	813		phosphodiesterase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04595			944179	945003	-	825	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04600			945034	947706	-	2673		bifunctional uridylyltransferase/uridylyl-removing protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04605			947768	948562	-	795		methionine aminopeptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04610			948930	949655	+	726	rpsB	30S ribosomal protein S2						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04615			949913	950764	+	852	tsf	elongation factor Ts						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04620			950911	951636	+	726		UMP kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04625			951928	952485	+	558	frr	ribosome recycling factor						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04630			952577	953773	+	1197		1-deoxy-D-xylulose 5-phosphate reductoisomerase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04635			953962	954720	+	759		UDP pyrophosphate synthase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04640			954733	955590	+	858	cdsA	CDP-diglyceride synthetase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04645			955602	956954	+	1353		zinc metallopeptidase RseP						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04650			956984	959416	+	2433		outer membrane protein assembly factor BamA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04655			959538	960023	+	486		molecular chaperone						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04660			960027	961052	+	1026	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04665			961157	961612	+	456		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04670			961616	962404	+	789		acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04675			962404	963552	+	1149	lpxB	lipid-A-disaccharide synthase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04680			963549	964145	+	597	rnhB	ribonuclease HII						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04685			964182	967664	+	3483	dnaE	DNA polymerase III subunit alpha						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04690			967677	968636	+	960		acetyl-CoA carboxylase subunit alpha						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04695			968735	970876	+	2142		lysine decarboxylase LdcC						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04700			970933	971322	+	390		lyase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04705			971387	972685	+	1299	tilS	tRNA lysidine(34) synthetase TilS						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04710			972734	972994	-	261		Rho-binding antiterminator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04715			972981	973181	-	201		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04720			973347	973892	+	546		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04725			973889	974311	+	423		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04730			974325	975035	+	711		lipoporotein NlpE						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04735			975235	976059	-	825		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04740			976112	977830	-	1719		proline--tRNA ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04745			977941	978648	-	708		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04750			978645	979049	-	405	rcsF	colanic acid biosynthesis protein RcsF						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04755			979167	979982	-	816	metQ	DL-methionine transporter substrate-binding subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04760			980022	980675	-	654		DL-methionine transporter permease subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04765			980668	981699	-	1032	metN	DL-methionine transporter ATP-binding subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04770			981887	982459	+	573		D,D-heptose 1,7-bisphosphate phosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	rRNA		C2566_04775			982821	984376	+	1556		16S ribosomal RNA						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_04780			984433	984509	+	77		tRNA-Ile						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_04785			984552	984627	+	76		tRNA-Ala						
37762.5	Escherichia coli B	CP014268	RefSeq	rRNA		C2566_04790			984793	987721	+	2929		23S ribosomal RNA						
37762.5	Escherichia coli B	CP014268	RefSeq	rRNA		C2566_04795			987898	988013	+	116	rrf	5S ribosomal RNA						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_04800			988068	988144	+	77		tRNA-Asp						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04805			988307	989110	+	804	dkgB	2,5-diketo-D-gluconic acid reductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04810			989107	990021	-	915		LysR family transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04815			990262	991062	+	801		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04820			991066	991689	+	624		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04825			991737	993095	-	1359	mltD	lytic transglycosylase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04830			993167	993922	-	756		hydroxyacylglutathione hydrolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04835			993956	994678	+	723		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04840			994675	995142	-	468		ribonuclease H						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04845			995198	995938	+	741		DNA polymerase III subunit epsilon						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_04850			996071	996147	+	77		tRNA-Asp						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04855			996477	997262	+	786		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04860			997722	998225	+	504		transposase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04865			999028	1000164	+	1137		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04870			1000205	1000975	-	771		carbon-nitrogen hydrolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04875			1001156	1001602	+	447		C-lysozyme inhibitor						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04880			1001645	1004089	-	2445	fadE	acyl-CoA dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04885			1004329	1004907	+	579	gmhA	phosphoheptose isomerase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04890			1005113	1005880	+	768		class II glutamine amidotransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04895			1005851	1006591	-	741		transpeptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04900			1006747	1007025	-	279		mRNA interferase YafQ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04905			1007028	1007288	-	261		antitoxin DinJ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04910			1007498	1008247	+	750		endopeptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04915			1008423	1008920	+	498		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04920			1009136	1010875	-	1740		flagellar biosynthesis protein FlhA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04925			1010835	1011605	+	771		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04930			1011676	1012731	+	1056		DNA polymerase IV						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04935			1012783	1013076	+	294		antitoxin of toxin-antitoxin stability system						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04940			1013079	1013477	+	399		toxin YafO						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04945			1013565	1013939	+	375		acyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04950			1014173	1014439	+	267		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04955			1014351	1014908	+	558	prfH	peptide chain release factor-like protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04960			1014965	1016422	-	1458		aminoacyl-histidine dipeptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04965			1016683	1017141	+	459		xanthine-guanine phosphoribosyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04970			1017233	1018477	+	1245	frsA	fermentation/respiration switch protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04975			1018535	1018936	+	402		sigma factor-binding protein Crl						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04980			1019256	1019759	+	504		transposase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04985			1019770	1020807	-	1038		porin						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04990			1021095	1022198	+	1104		glutamate 5-kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_04995			1022210	1023463	+	1254		gamma-glutamyl-phosphate reductase						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_05000			1023578	1023653	+	76		tRNA-Thr						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05005			1023780	1024190	-	411		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05010			1024169	1025125	-	957		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05015			1025135	1027333	-	2199		xanthine dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05020			1027330	1028286	-	957		xanthine dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05025			1028283	1028972	-	690		aldehyde oxidoreductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05030			1029389	1030003	+	615		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05035			1030008	1030220	+	213		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05040			1030250	1030579	-	330		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05045			1030892	1031602	-	711		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05050			1031571	1033214	-	1644		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05055			1033204	1035729	-	2526		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05060			1035755	1036423	-	669		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05065			1036481	1037116	-	636		fimbrial protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05070			1037142	1037684	-	543		helix-turn-helix transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05075			1038507	1038734	+	228		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05080			1038769	1038909	-	141	rpmJ	50S ribosomal protein L36						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05085			1038909	1039172	-	264		50S ribosomal protein L31						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05090			1039536	1039637	-	102		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05095			1040751	1041983	+	1233		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05100			1042123	1042974	-	852		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05105			1043565	1044158	-	594		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05110			1044170	1044406	-	237		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05115			1044515	1045840	-	1326		pyridine nucleotide-disulfide oxidoreductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05120			1046066	1046920	+	855		AraC family transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05125			1047447	1048166	+	720		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05130			1048177	1049604	+	1428		amino acid dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05135			1049597	1050292	+	696		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05140			1050535	1051203	-	669		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05145			1051416	1053086	-	1671		choline dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05150			1053100	1054572	-	1473		betaine-aldehyde dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05155			1054586	1055173	-	588		transcriptional repressor BetI						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05160			1055302	1057335	+	2034		choline transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05165			1057705	1057890	-	186		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05170			1058210	1059298	+	1089		c-di-GMP phosphodiesterase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05175			1059340	1060272	-	933		LysR family transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05180			1060364	1060861	-	498		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05185			1061119	1061724	+	606		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05190			1061764	1062627	+	864		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05195			1062617	1064164	+	1548		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05200			1064164	1065582	+	1419		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05205			1065632	1065928	+	297		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05210			1066004	1066954	+	951		carbamate kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05215			1066964	1068346	+	1383		deaminase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05220			1068723	1069772	+	1050		zinc-binding dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05225			1070016	1070831	+	816		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05230			1071244	1071489	+	246		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05235			1071506	1072138	-	633		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05240			1072324	1072599	+	276		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05245			1072697	1074283	-	1587		propionate catabolism operon regulatory protein PrpR						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05250			1074522	1075412	+	891	prpB	2-methylisocitrate lyase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05255			1075852	1077021	+	1170		2-methylcitrate synthase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05260			1077055	1078506	+	1452	prpD	2-methylcitrate dehydratase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_05265			1078546	1080432	+	1887	prpE	propionate--CoA ligase						
